CD_UOR;CD_PRF;NM_UOR_RED;CD_SBDD;CD_MUN;SG_UF;CD_UOR_JRDT
f8c84522811ab80c6b11873d9fa38e20;9327969053c0068dd9e07c529866b94d;9df0b9a86f89d3e2c1237b1cb1797219;0;NULL;EX;f8c84522811ab80c6b11873d9fa38e20
dc4eede4a4c7cc9e6fdbb36d5b04c372;a35fe7f7fe8217b4369a0af4244d1fca;c9708ea1ee3da36dbf35409770fb756c;0;NULL;NULL;dc4eede4a4c7cc9e6fdbb36d5b04c372
64b0a7e11a467063ff3fa8d3bdf661e1;be6ad8761fe4eb9bb85934a2d21686bb;0d1982a8cfc0a360565b2d0779c7c817;0;2000;DF;64b0a7e11a467063ff3fa8d3bdf661e1
c525c5b4aeee6eafd496d0d0cc424ced;12b668a1ada1828ba795332f419d4ef7;a7397d378e24feeffa78767586b8cfd5;0;NULL;NULL;c525c5b4aeee6eafd496d0d0cc424ced
441db0432de328365adeae37fbee3920;98c56bce74669e2e4e7a9fc1caa8c326;61f88546bf02be3c0ce5f12c702cea0f;0;NULL;NULL;441db0432de328365adeae37fbee3920
2f93b699c738691d0b53d82ed1e25817;675f9820626f5bc0afb47b57890b466e;6409db578c2dc130a55744cf5126735a;0;2000;DF;441db0432de328365adeae37fbee3920
9831384e2ed3938f00b8fb98b3424649;6e66329891cbb9adb1966e44379cfadf;50234d85e6212901084b7a530207b6c9;0;2000;DF;9831384e2ed3938f00b8fb98b3424649
c8cc6e90ccbff44c9cee23611711cdc4;cfa5301358b9fcbe7aa45b1ceea088c6;b7a51e894e7f5219314c99dc61d444f7;0;2000;DF;9b20ac4d9a8059cae3c7c4733bbc40a3
d7c6beba6c2283f4ef1e8cc43783f320;f5ac21cd0ef1b88e9848571aeb53551a;f2c69f54b561dfe700c4c0a795182e49;0;NULL;NULL;9b20ac4d9a8059cae3c7c4733bbc40a3
9b20ac4d9a8059cae3c7c4733bbc40a3;91bc333f6967019ac47b49ca0f2fa757;52c7582208acd115665bd3c7f95d88e6;0;NULL;NULL;9b20ac4d9a8059cae3c7c4733bbc40a3
ccf496c9b493d05362e3b602d69775c0;f4d0e2e7fc057a58f7ca4a391f01940a;03773b169dcc11870d0d8357ebd2e487;0;2000;DF;ccf496c9b493d05362e3b602d69775c0
6a62253c673325a7be239b84a9f879d2;6074c6aa3488f3c2dddff2a7ca821aab;ae45769659651f326cbf54769e543d05;0;NULL;NULL;6a62253c673325a7be239b84a9f879d2
e49d6912cc703f6e84c19a3a58492b9f;2d13dd919b0ec4519c4a0967c4c7cd47;a74dd9df93986df659038596848636de;0;NULL;NULL;e49d6912cc703f6e84c19a3a58492b9f
bd97d45d577a3870b66233f261c60ba2;c68bd9055776bf38d8fc43c0ed283678;628e17e19bc798d60b7cbea71f224be3;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
92fd79ada7ac5803c79b9bd287492312;ea20aed6df7caa746052d227d194a395;bce9911a6e9e3806f791e8461a57fbf7;0;37200;GO;bd97d45d577a3870b66233f261c60ba2
52c64c72294407663e6f654f467bef53;9b644ca9f37e3699ddf2055800130aa9;c8a38e3b9ed88ac8cde1308061dc7eb5;0;13800;MG;bd97d45d577a3870b66233f261c60ba2
65b22292b232047ac742de249504db02;b3592b0702998592368d3b4d4c45873a;f4d50edba2bbf111aaa280840dc6e06c;0;29900;PR;bd97d45d577a3870b66233f261c60ba2
9f66a575a6cfaaf7e43177317461d057;db5bdc8ad46ab6087d9cdfd8a8662ddf;684d0148dd02e56b0a0a2b14ea18bf45;0;75600;PE;bd97d45d577a3870b66233f261c60ba2
772cf17cfbe478b49a62fc40c42fec68;0d82627e10660af39ea7eb69c3568955;ddb0b86016f5cadf558b61890cc8a748;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
ff5f900bac84c058978c6b16f895131f;706bf9581a8f1747195e5c190835a9bc;e5e59340f759ce0bec2e087fb6dd663d;0;86900;SP;bd97d45d577a3870b66233f261c60ba2
69ceed2a4ffe2ae23f8abf71d534a4bd;1fb36c4ccf88f7e67ead155496f02338;2af98764e891f6acedb5216baa4a8754;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
af141196b05c7fe6f8d290c41aa63f96;4fdbe57fbc8d940f3492416c169b0073;ff818f9fb6f26e819d484f6eacc7d3a9;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
e59ba389761bfb7fd837d775b17314ca;30235b7b3a6bf005d284bb1666fab7d1;bee2c0b98a3f171a4c875cfeb17eec72;0;77425;RJ;bd97d45d577a3870b66233f261c60ba2
482018fcb72d6725497bebbe9bb83833;1a725948eb0c738707b5c026a65ba618;74f595f0e76a4e4bf0c76a7561629a05;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
2459e63c0cc08d3717f1e159de44586e;5943a6c821a417791dffc82b4b6268a8;e43b56a940b360abac59fb3bcaef468e;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
c4d2cec38fa1da8b5d37758873c3678d;409bbd0d0f516a326f2080c26a10d530;b953318ae6bafd11c51d94cc4eb2aff0;0;NULL;EX;bd97d45d577a3870b66233f261c60ba2
cc0c03944d54e6fb0a27aa25d3c43dfc;d1f157379ea7e51d4a8c07aff102a43f;1a0d406e841676a2ffa67df4c6e9e4bd;0;NULL;EX;bd97d45d577a3870b66233f261c60ba2
d80686e7e897bf4d346d5f41ae337e35;d550216af6333c3ef7ccded988557b49;908144bd3ca2625dae9b448be44a3765;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
fb306d161c5d5ff68fb2512de815a8f9;e1f979ea2b94f4a754835ee9f85cf0d0;381b66b5208c63039d6aa8124867ef2b;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
60d2d5e1fc6ed532f175d633240b2075;be6ad6f949eeb8ebb94ebc82f0fac2f2;715e67d8b618470505eb424f31959d44;0;NULL;EX;bd97d45d577a3870b66233f261c60ba2
64bb3c7589214974e7fd34f975ced5be;e614f646836aaed9f89ce58e837e2310;dc72102c518029870d00562be9fb3d8a;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
3e927068fc891162e28590655c97c27a;0a30a980e3540e51eb25423caa79f0cb;ae6348b3ee4e7a339dcd16d289c69b4b;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
cf3df6fa1165f1ceaa6c246e9d7d0492;ef16eb9ad9476987857bb5e38d3930a3;9c464c3911a4ec78c52b0a6ca37cfb3a;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
1755212c7d5e2aad8020e0e94c75f22e;c5f7756d9f92a8954884ec415f79d120;dbd4350fbae0ec4ed73cb79b2dbb5537;0;NULL;EX;bd97d45d577a3870b66233f261c60ba2
1db777893914d7f3e203c785e0cc7d57;c68bd9055776bf38d8fc43c0ed283678;729a542fd08486ccd86f21669b4d79fb;3;2000;DF;bd97d45d577a3870b66233f261c60ba2
816065fbddd26b0154e7763b1720280b;c68bd9055776bf38d8fc43c0ed283678;2fd91378e2539711c5fd813559891b81;2;2000;DF;bd97d45d577a3870b66233f261c60ba2
4021dbe5338de710ab82439bc41bdc5f;c68bd9055776bf38d8fc43c0ed283678;14226c956b73e84cb4e6f6eabe23b56b;1;2000;DF;bd97d45d577a3870b66233f261c60ba2
56f3faee7f698b1c8d52c75526699df7;c68bd9055776bf38d8fc43c0ed283678;f789d0dc803ccaf6e47f3587b0a850d4;4;2000;DF;bd97d45d577a3870b66233f261c60ba2
7d17d14d6c31d46bfa97767ed2707749;c68bd9055776bf38d8fc43c0ed283678;ce0b0c7f09709911ffc6efb9eaceaaef;5;2000;DF;bd97d45d577a3870b66233f261c60ba2
d8947c26597835044c3e3745a76bb6ec;c68bd9055776bf38d8fc43c0ed283678;b3849bc1b35c5075bb4ff764e73f2085;8;2000;DF;bd97d45d577a3870b66233f261c60ba2
a4703c1e249d273e223c9e00313dd609;c68bd9055776bf38d8fc43c0ed283678;ec93cd72987946e8783e638add6569cb;6;2000;DF;bd97d45d577a3870b66233f261c60ba2
e9059b43606b57a3370bf248c69588dd;c68bd9055776bf38d8fc43c0ed283678;aa46a6ded5a15c90823a3a9faa589728;7;2000;DF;bd97d45d577a3870b66233f261c60ba2
1609b1a3c6a906c8ba98c8129d0fbaa9;0a9612880adf61ac669c2eb54e4207e3;abfce40b42af121b9da3585dcdc82fe9;0;86900;SP;bd97d45d577a3870b66233f261c60ba2
7accc6867875e686c139c18f06ec5049;cf79ae6addba60ad018347359bd144d2;d685d3ae55dd0ebeabd3999e772da963;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
c0bda1a5100fd850b5d236a81dd2e524;c68bd9055776bf38d8fc43c0ed283678;6d1f182e515577ae94d4cd21c3975eef;9;2000;DF;bd97d45d577a3870b66233f261c60ba2
4cd034305b3027762ee2ebfa15edbcb2;a01f3ca6e3e4ece8e1a30696f52844bc;85da1d0d94c0fea92c4317baf0d82b61;0;2000;DF;bd97d45d577a3870b66233f261c60ba2
5aafd54467e6622e9f3a3c986efde8f2;bc3c4a6331a8a9950945a1aa8c95ab8a;281554ef88e9b9cb4036dda3ca5944e2;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
971c6340495b40cce8b7ef650650a599;bcff3f632fd16ff099a49c2f0932b47a;d9cefc53f447282fa9416785f971afd0;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
fb1f13df81c7bee04d8a083204858880;e1226495c14f1a62ae17aa76c1f0d457;664ddb02a15931b4ff3cbb3be767a364;0;77425;RJ;0d49ad6dce45e97bf25d1ce3d2b93041
2b4830a2f3347c337d15976689eb7448;fc5b3186f1cf0daece964f78259b7ba0;369aacdc152e982e657b6b738ee5360e;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
c0bfb256b9fec5f359c01de122c510ba;6ebb69ffbebe9fd95d160ffc29e0fe5d;c46328a88b035d054c27e777fa796cda;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
70cd9109e88def5e20c6887a8d9af139;8d1f1aac0dd8a76b49e8bbdda0c7c98c;d4c44afddbea1133fc47008de7214dd2;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
8e3f7abc5de7f3c97a1207a55a38e6bd;7cc5a75432e9a547200e3668c3761ae7;60744407d5fbae03a210fd2b82cef77d;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
8f8d7cbc10573c6310113c9cc420d8af;1872e3d47e965d2e64f63ca01dd937f9;733f6c455f566f5af6038327892111ca;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
f300f602b2d8163070642579d398466b;040ca38cefb1d9226d79c05dd25469cb;4a9d76ec9a64b773d30ba8ed96f0a9e6;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
860c3d76487bb4686b25f3ae8c0957e4;1fc5309ccc651bf6b5d22470f67561ea;693d595be90eae0446fd4be571869681;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
0d49ad6dce45e97bf25d1ce3d2b93041;5c843bd82838f70b8321b95e2f1a84ef;617336e8dd5a6a1d0b66cf7b08b87264;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
cb7f08e109f0b2bfa5e7e2d1233fa6d6;fa5375df32bda8862801ea43b6358683;606f21db3a88e7bfe6c0df2b29c29e13;0;86900;SP;0d49ad6dce45e97bf25d1ce3d2b93041
ae93f6696a2a89b67aa6fb45092eded7;ffe10334251de1dc98339d99ae4743ba;fcf072ff3ba52c745f3602710450b332;0;86900;SP;0d49ad6dce45e97bf25d1ce3d2b93041
81517079882bbb04ab3b2c1fb244f336;e287f0b2e730059c55d97fa92649f4f2;bcd591da5744e6091190f64f79d23311;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
12a84ab992bdd63f5303e6dd60cc10e8;b02d46e8a3d8d9fd6028f3f2c2495864;440ee8d1604b68079bee25b51901c3eb;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
bfb9e0ac9da156b7efe0d5ac723fbcb5;85b6c99bb36d6e7be78bf8fd28d6e43d;041287e55ab1985977a286203d2fc594;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
3769d93a219d1162bd4ae48dd988c01e;93573dae6d994fbc216f1ed5a4758f1f;8e381388a66ef9de8b0031d27f6552f7;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
5cd3027c07873cf6aa691a42320d86f5;c8b783b9d0a80c01b3a1271630f5ea5b;1e0cad6f301e5d3919673104b3f05ac6;0;77425;RJ;0d49ad6dce45e97bf25d1ce3d2b93041
127eeffce3105803c5cbd2aa9428ef5c;e8e5f71237c3b05761cda9e029a5b3d2;7e9f08196ce6cbdb05047ea651ff2e15;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
2e3d6c85a5e586f5d752a8b75e4794d9;35fa44c247164c5e1683d18000b0a236;85d1655e186fab915b82fd40e781d394;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
e5b10e2dfc76b52f3f707e43cb97bbf4;a1c3ae6c49a89d92aef2d423dadb477f;3823f702835a417117995e1fe94326a8;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
0384691e7d566f12edd845ac862bd928;5c843bd82838f70b8321b95e2f1a84ef;9237f0cdd9df617e52119e483ebc3bf8;1;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
59dcab4589b075a2e60c32ae18e4664f;5c843bd82838f70b8321b95e2f1a84ef;1a9e1a9dabedddac6fd6c318bc6cfa8b;31;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
f399633802c5bcff3e6f41f0f31c9ba5;5c843bd82838f70b8321b95e2f1a84ef;ac4c4af197ac5f8abfa880d01919d18c;36;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
2f3d8c2925da4ed6b25d8bc91e137d20;5c843bd82838f70b8321b95e2f1a84ef;9e78e174ce8ff9a6e64241c60e3bb245;39;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
04b1fa728eb84c588c56b05573eda90f;5c843bd82838f70b8321b95e2f1a84ef;f2950551c8bf27c285c2f0f114ba5e56;35;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
afaa1c00874cf5304278eeaf337f0df3;5c843bd82838f70b8321b95e2f1a84ef;97e5382d013e75d0737677c0aa062f0d;38;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
e3601d6fed30adac3a551c57010ae5c2;5c843bd82838f70b8321b95e2f1a84ef;0393fb372a2f4c6333967c29a6e512ed;37;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
d762e9cfce9bf7d1a93d27025224cce1;74de5f915765ea59816e770a8e686f38;c41f4a62bf7548be8355e54e5239284a;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
59f7352d63f2bee24a3b12cea63ca9e7;33a5435d4f945aa6154b31a73bab3b73;eb604126ef0ad03e4a0489242cf016f0;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
017f553a347a41900d13aaca65eb8d71;0383314bf626052313b8275638fcccce;a634ac669c4b092fbf27e0d93cd8d1bb;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
7e0f333b0340889c558be68c6f3ce445;b7b58836dc941cc4ba33d16dab6e3059;8afa15d099bce2128419777259d183d9;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
cb4cea0e500c0cc6eb2265db56434aeb;ecf9902e0f61677c8de25ae60b654669;8949f08a37ed601549444a1aaa5c2345;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
62dd32e84263413c04bcb14b2ba5ab47;4a5a062217abffbdda8a550968a24c7a;f60da2e2cbe82a7d87ea3fbde3380dd3;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
7f0f90be3184e8ac940f2a29f62ce786;c2ed25e9f9b76909fc54491a253a5066;374a3691005fb51da0c4aa97f25efca8;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
7af2a888e0734af735d8bab0a5b1b5d2;74d66337fbdf4781f030008356a86771;6190e8118b2ffb131d1b28e57b9f4a4d;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
5f13b33a3d8d87e9c28777a206e9878e;ea50fb37fdda7dd9b3b42c6f4a8b3d3f;91f21329642df014980ba37da0844d9d;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
e410f8b837f17b44f8f40bcc4ac2b938;7985672db979303a6c765f40915b3d30;e928eee5ddbc4bf948a87749f9365980;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
7b3bd40bb6ade3baa1bf286114962179;9724412729185d53a2e3e7f889d9f057;1135ea5e85ff734fe073cf507bbfc89a;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
84eaf2b86a33b40bd94a5270a36675f3;7c7077ca5231fd6ad758b9d49a2a1eeb;534fe28fdfa97a9f7c7e0945d546aba5;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
b29db3c7baf7da9539359d6cdaf5bcc1;5c843bd82838f70b8321b95e2f1a84ef;e536bf645658f984274aa63cf6edb4c1;48;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
4e9708f0cf1ac566a49ceda438e7cba0;5c843bd82838f70b8321b95e2f1a84ef;6a13f8b17ff1ceb902edbe1c21a44364;50;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
8e3188b89aba40e7726e85805894d715;5c843bd82838f70b8321b95e2f1a84ef;64cb053defa9d7d35a44be05b1dde17d;49;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
efed01381bf074030cf0d98e8862140f;e00944d55e6432ccf20f9fda2492b6fd;4e67cbb38326e688de127b4081e38356;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
9a32cfb46bacc45a84b1096e17292e6e;8bcf57caa3ccb4c6c1a633674f4aaa84;b59b219ef03b44a71eac83594a936768;0;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
379f51d374c4af0eff4654a02834259e;5c843bd82838f70b8321b95e2f1a84ef;ec9ecd51087187450caaf789f1e1a322;51;2000;DF;0d49ad6dce45e97bf25d1ce3d2b93041
82c000542cf828ca7c5d80972fb92c63;e992111e4ab9985366e806733383bd8c;7f8744881f415022904ed377567f8fd2;0;2000;DF;82c000542cf828ca7c5d80972fb92c63
4b2afe7389af055f6c6076ccc6a06459;e992111e4ab9985366e806733383bd8c;08935c4752d1684265a921c6f1278c59;3;2000;DF;82c000542cf828ca7c5d80972fb92c63
fee8ab42ecb81c003b9011cadcac7de7;e992111e4ab9985366e806733383bd8c;8f0c2d4a7d437596123f26eea8ac32a5;2;2000;DF;82c000542cf828ca7c5d80972fb92c63
1534ecb5a4432e5e4cbf5afc6130e287;e992111e4ab9985366e806733383bd8c;99d26b05e4d335e68815b28e4b90a07a;5;2000;DF;82c000542cf828ca7c5d80972fb92c63
2f6218794ef5b24a7bdfd46e8da7cdb0;e992111e4ab9985366e806733383bd8c;a29fce8312ca248b4c70c3c8ebad41d2;6;2000;DF;82c000542cf828ca7c5d80972fb92c63
92b6aeb35402814fa4152bb1f8f4a78e;e992111e4ab9985366e806733383bd8c;f58e49fb38fe5d570284a4e48b29ee33;9;2000;DF;82c000542cf828ca7c5d80972fb92c63
12d70131a26c2fd4022aea91db5aaa66;e992111e4ab9985366e806733383bd8c;1f941c583ec2149dae25a44f8ad1d996;8;2000;DF;82c000542cf828ca7c5d80972fb92c63
c678c8b2cb2047869b072554ae8fffde;e992111e4ab9985366e806733383bd8c;7be6cccabfcfbff8aa79cfa4ed6d28d4;14;2000;DF;82c000542cf828ca7c5d80972fb92c63
89ea457d4ac12462c97a331f8ca6f6ea;e992111e4ab9985366e806733383bd8c;05608cee80af792b393253faeb1def4b;15;2000;DF;82c000542cf828ca7c5d80972fb92c63
64855dfa5cd85365b74b277f52d65c60;e992111e4ab9985366e806733383bd8c;e2b20f31b8a168d05f1824fda5cc207d;12;2000;DF;82c000542cf828ca7c5d80972fb92c63
fb910bb953ee555dd32a730c1ae6eab9;e992111e4ab9985366e806733383bd8c;17038f5242d90b87df7e82be7432022e;16;2000;DF;82c000542cf828ca7c5d80972fb92c63
22ceadfec5a8aab9b916a891815c1c9f;e992111e4ab9985366e806733383bd8c;6abd26cfbce9aa66191cb6ffd815f668;17;2000;DF;82c000542cf828ca7c5d80972fb92c63
9a1aa589570185495d34dda4a270f5ed;e992111e4ab9985366e806733383bd8c;bd4c18a96cb705a820aa4de8a5f5fd38;10;2000;DF;82c000542cf828ca7c5d80972fb92c63
1ae53f602c4be8175755a594f1c13b2a;e992111e4ab9985366e806733383bd8c;4304f9f43f13ffc4be5bcfdfc59b6ff2;25;2000;DF;82c000542cf828ca7c5d80972fb92c63
4506aa3a0c10da76494fa687275e220d;e992111e4ab9985366e806733383bd8c;6fef8d87fe3c53c8598e30d00b75a6d9;23;2000;DF;82c000542cf828ca7c5d80972fb92c63
14d7ac7194ac21b02b4a507e9822ad1d;e992111e4ab9985366e806733383bd8c;a44cd5902861bd56d99fd7346f4a7d8d;27;2000;DF;82c000542cf828ca7c5d80972fb92c63
2201668733e35858cb19377a2ddb0ecc;e992111e4ab9985366e806733383bd8c;ecea8fa7682398d61b9ad56bc4811607;28;2000;DF;82c000542cf828ca7c5d80972fb92c63
a848e7684c6b31c7857ed26117010e3b;e992111e4ab9985366e806733383bd8c;c016d5e654f1b478f0733a57ef2d660c;30;2000;DF;82c000542cf828ca7c5d80972fb92c63
f4bd67327fd01a153081ab6cf611a0e6;b93f11867481fc6d77908aea58ba6198;a2c789b29d1b8ed0993e947c5d8d5543;0;2000;DF;f4bd67327fd01a153081ab6cf611a0e6
5f2150c49f5aa191fdee5f8d26c3e50e;66de6afdfb5fb3c21d0e3b5c3226bf00;640f203beb4c853ddc231c3280663679;0;8100;SE;f4bd67327fd01a153081ab6cf611a0e6
f178151bb5b19ff12afedbff97983140;0a9fdbb17feb6ccb7ec405cfb85222c4;b3ac1b0bfddc733b168ca56fc03e44ab;0;13600;PA;f4bd67327fd01a153081ab6cf611a0e6
1a81859544a7eff3e599b8c322559c00;c47eedbcf5a800ee4216797e5665eb21;69d5efff376a96797071a50e3ed68f03;0;13800;MG;f4bd67327fd01a153081ab6cf611a0e6
0e364cf4a1a53aa0afe4627cbc86d145;191f8f858acda435ae0daf994e2a72c2;90f7a250614aefc6d75990c92a24bd56;0;2000;DF;f4bd67327fd01a153081ab6cf611a0e6
b164b8c8c0edca0bd7748490013cc79b;c0d58683701171db454d0456f2508f90;bf51c054db53dce1b0c2bda524744e91;0;20250;MS;f4bd67327fd01a153081ab6cf611a0e6
a56b6ea9b986428c2ab2fb458f5da882;9b3a9fb4db30fc6594ec3990cbc09932;dff628e074e0a7862233bc57c61faab6;0;29550;MT;f4bd67327fd01a153081ab6cf611a0e6
4ef124d6f895ab6b274819566be43b12;281683d0650eb208fa2138978a675665;e388e759e46bf8609b976134d10f112f;0;29900;PR;f4bd67327fd01a153081ab6cf611a0e6
6c3a4ee6624ec8f6a1700123174d614e;aa495e18c7e3a21a4e48923b92048a61;ba93316acab2401f4c25770ba3fc424b;0;35100;SC;f4bd67327fd01a153081ab6cf611a0e6
3883cd645fd2fd862058839841a60f97;5c16b0d099fd16c49462fb3c951b3ebf;c4586c303563e4191f03c3f040d0ccb7;0;35350;CE;f4bd67327fd01a153081ab6cf611a0e6
ac55b967f3e3b0edccf5be563e4a6016;2711ab32f69d23c546d5411382c724a6;9e66b4c4457175e0047356ece959b0c3;0;37200;GO;f4bd67327fd01a153081ab6cf611a0e6
4839e9401ca59a31a153bfc202e3971e;099fe6b0b444c23836c4a5d07346082b;0e3051463ec13dd38f5dec6ea15fec76;0;49650;PB;f4bd67327fd01a153081ab6cf611a0e6
e35026a2b91f352db22bfef0e693c2e3;3d017ba05931017b15345e3ae2c73cd0;9d298f31ffe64d9fb2e793a977c73c88;0;54350;AL;f4bd67327fd01a153081ab6cf611a0e6
edd6a7e04e7f4dd932a5c44f282f9b4e;bd33f02c4e28615b5af2d24703e066d5;19f0cc00009a57bf3e7772037e901344;0;55100;AM;f4bd67327fd01a153081ab6cf611a0e6
4e8f015d5644555f9723e2468c19fbe4;14319d9cfc6123106878dc20b94fbaf3;7c086f6153883ab61d37e9227fdcc703;0;61300;RN;f4bd67327fd01a153081ab6cf611a0e6
a4e1d10a7a8bc2dae8f3d9936475502f;c77331e51c5555f8f935d3344c964bd5;70a73f6e96fa12ba79c153d4e85df7ae;0;72900;RS;f4bd67327fd01a153081ab6cf611a0e6
16e12822445d7ba7d4433330dd22b91b;bc27acd4e787c0a32597d6e4b8254851;3cfbb4384324e96a5cc6cafc532af83b;0;75600;PE;f4bd67327fd01a153081ab6cf611a0e6
d3c54c14c14c2f5900dddd0d16974251;687fe34a901a03abed262a62e22f90db;8f013b034e66791ffa76189476627694;0;77425;RJ;f4bd67327fd01a153081ab6cf611a0e6
16d459c4b261f3015061a7cc7362851c;1f9702dbc66344013ffb884419665816;5c8f5319cce16ae004d141b772fae5b9;0;79300;BA;f4bd67327fd01a153081ab6cf611a0e6
6c412bd41e67b8d773d5651ed76c984e;6562a2c4889bc3e203ab869723a40f7e;3370caac0d0c1938384cf9bd70f56d84;0;86250;MA;f4bd67327fd01a153081ab6cf611a0e6
159fc249207cc45fd95a7e17308aaba1;13403518ef9c1ce843a289d991f79bf5;9270fa0588f310d618b589e87898e295;0;86900;SP;f4bd67327fd01a153081ab6cf611a0e6
c5f453687c90109e1f24e56e728a5470;6d6081760ded88d3807d3562178ecabb;544c39f73ad612619db663fea3d78af5;0;93000;PI;f4bd67327fd01a153081ab6cf611a0e6
7c9758f23dd298c91fc4bef194ac9b7b;49c166931e8a70ff2a57a5780dcbb892;966edfa9b3e23664a4c3d09f0b6f425c;0;98950;ES;f4bd67327fd01a153081ab6cf611a0e6
685138c78cb1942acc9676a476c59909;e48382353dc6c66379fb8e1ebf48c5e8;1a808f8741adb879b8e12ede7efee2ff;0;73400;RO;f4bd67327fd01a153081ab6cf611a0e6
dffa5b524eb9e13af2378a34612ddc03;5ad2c993fa4f162c255867250267de48;52ec825af8e44071f5c755d650ee4ec7;0;65101;TO;f4bd67327fd01a153081ab6cf611a0e6
998749ae2645e937d51a544fd23946a6;89b9e0a6f6d1505fe13dea0f18a2dcfa;8681c96c424bd707bc4948620ab93cc5;0;86900;SP;f4bd67327fd01a153081ab6cf611a0e6
24195119088b213cafd968936c1a10ff;3799b2e805a7fa8b076fc020574a73b2;7a94f827bb41664979a9d0287a09c435;0;50450;MG;f4bd67327fd01a153081ab6cf611a0e6
3cb7820f34d947f7c4c3531ed72254b0;831da40e5907987235ebe5616446e083;48a650aff71990bd56e60f51fe124fa6;0;95800;MG;f4bd67327fd01a153081ab6cf611a0e6
91f8afce74ed6f014b615007062e417c;9bccc2a2179ce6e52f17bb831bc4ac1e;26cef066ee76609475d4d77596b71769;0;83100;SP;f4bd67327fd01a153081ab6cf611a0e6
96c400a4b18a8c07772675977b43ce31;f1e709e6aef16ba2f0cd6c7e4f52b9b6;c2b979223a2e64a4309fb0ea90cf9b90;0;85500;SP;f4bd67327fd01a153081ab6cf611a0e6
6193850a9398731989b648105c75d321;d846e38f1196eb61a7b71e1cd7a913e4;a800be5846f7a8f8dcc1777f1ea37b11;0;85950;SP;f4bd67327fd01a153081ab6cf611a0e6
a484acecdafdcfb78cee4ffa615eb258;e6ff107459d435e38b54ad4c06202c33;860a80038a4cd58e32d8f7bd9d7a069a;0;90750;SP;f4bd67327fd01a153081ab6cf611a0e6
b86a77a42bb68c81946ec50cfc95e89d;dbea3d0e2a17c170c412c74273778159;7515c7c46cd70ac596f2239b45a9882c;0;53650;PR;f4bd67327fd01a153081ab6cf611a0e6
